bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1398253,1791,SB132,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB132/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB132
1398254,1791,SB133,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB133/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB133
1398255,1791,SB134,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB134/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB134
1398256,1791,SB135,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB135/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB135
1398257,1791,SB136,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB136/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB136
1398258,1791,SB137,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB137/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB137
1398259,1791,SB138,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB138/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB138
1398260,1791,SB139,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB139/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB139
1398261,1791,SB140,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB140/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB140
1398262,1791,SB141,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB141/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB141
1398263,1791,SB142,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB142/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB142
1398264,1791,SB143,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB143/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB143
1398265,1791,SB144,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB144/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB144
1398266,1791,SB145,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB145/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB145
1398267,1791,SB146,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB146/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB146
1398268,1791,SB147,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB147/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB147
1398269,1791,SB148,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB148/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB148
1398270,1791,SB149,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB149/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB149
1398271,1791,SB150,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB150/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB150
1398272,1791,SB151,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB151/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB151
1398273,1791,SB152,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB152/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB152
1398274,1791,SB153,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB153/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB153
1398275,1791,SB154,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB154/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB154
1398276,1791,SB155,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB155/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB155
1398277,1791,SB156,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB156/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB156
1398278,1791,SB157,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB157/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB157
1398279,1791,SB158,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB158/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB158
1398280,1791,SB159,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB159/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB159
1398281,1791,SB160,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB160/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB160
1398282,1791,SB161,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB161/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB161
1398283,1791,SB162,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB162/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB162
1398284,1791,SB163,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB163/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB163
1398285,1791,SB164,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB164/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB164
1398286,1791,SB165,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB165/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB165
1398287,1791,SB166,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB166/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB166
1398288,1791,SB167,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB167/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB167
1398289,1791,SB168,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB168/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB168
1398290,1791,SB169,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB169/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB169
1398291,1791,SB170,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB170/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB170
1398292,1791,SB171,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB171/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB171
1398293,1791,SB172,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB172/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB172
1398294,1791,SB173,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB173/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB173
1398295,1791,SB174,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB174/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB174
1398296,1791,SB175,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB175/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB175
1398297,1791,SB176,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB176/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB176
1398298,1791,SB177,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB177/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB177
1398299,1791,SB178,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB178/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB178
1398300,1791,SB179,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB179/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB179
1398301,1791,SB180,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB180/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB180
1398302,1791,SB181,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB181/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB181
1398303,1791,SB182,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB182/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB182
1398304,1791,SB183,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB183/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB183
1398305,1791,SB184,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB184/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB184
1398306,1791,SB185,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB185/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB185
1398307,1791,SB186,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB186/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB186
1398308,1791,SB187,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB187/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB187
1398309,1791,SB188,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB188/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB188
1398310,1791,SB189,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB189/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB189
1398311,1791,SB190,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB190/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB190
1398312,1791,SB191,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB191/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB191
1398313,1791,SB192,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB192/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB192
1398314,1791,SB193,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB193/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB193
1398315,1791,SB194,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB194/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB194
1398316,1791,SB195,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB195/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB195
1398317,1791,SB196,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB196/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB196
1398318,1791,SB197,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB197/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB197
1398319,1791,SB198,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB198/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB198
1398320,1791,SB199,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB199/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB199
1398321,1791,SB200,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB200/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB200
1398322,1791,SB201,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB201/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB201
1398323,1791,SB202,2,Engrossed,2021-02-22,"Budget Act of 2021.","An act relating to the Budget Act of 2021.",0,,2021-02-25,"(Corrected May 14).",https://legiscan.com/CA/bill/SB202/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB202
1398324,1791,SB203,1,Introduced,2021-01-08,"Approval and adoption.","An act to amend Section 18935 of the Health and Safety Code, relating to building standards.",489,"Senate Rules",2021-01-28,"Referred to Com. on RLS.",https://legiscan.com/CA/bill/SB203/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB203
1400493,1791,SB204,1,Introduced,2021-01-11,"Electricity: demand response.","An act to add Section 380.6 to the Public Utilities Code, relating to electricity.",475,"Senate Appropriations",2021-05-14,"Set for hearing May 20.",https://legiscan.com/CA/bill/SB204/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB204
1400494,1791,SB205,1,Introduced,2021-01-11,"School and community college employees: absences due to illness or accident.","An act to amend Sections 1294, 44940.5, 44977, 44977.5, 44978, 44984, 45196, 45196.1, 87780, 87780.1, 87781, 87787, 88196, and 88196.1 of, and to repeal Sections 44983 and 87786 of, the Education Code, relating to school and community college employees.",475,"Senate Appropriations",2021-05-14,"Set for hearing May 20.",https://legiscan.com/CA/bill/SB205/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB205
1400495,1791,SB206,1,Introduced,2021-01-11,"Firefighters Procedural Bill of Rights Act.","An act to amend Section 3251 of the Government Code, relating to public employment.",475,"Senate Appropriations",2021-05-14,"Set for hearing May 20.",https://legiscan.com/CA/bill/SB206/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB206
1400496,1791,SB207,1,Introduced,2021-01-11,"Photovoltaic Recycling Advisory Group.","An act to add and repeal Chapter 4 (commencing with Section 42190) of Part 3 of Division 30 of the Public Resources Code, relating to solid waste.",475,"Senate Appropriations",2021-05-14,"Set for hearing May 20.",https://legiscan.com/CA/bill/SB207/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB207
1403943,1791,SB208,1,Introduced,2021-01-12,"Sierra Nevada Conservancy: Sierra Nevada Region: subregion: definitions: annual report.","An act to amend Section 33302 of, and to amend, repeal, and add Section 33350 of, the Public Resources Code, relating to resource conservation.",475,"Senate Appropriations",2021-05-14,"Set for hearing May 20.",https://legiscan.com/CA/bill/SB208/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB208
1403944,1791,SB209,1,Introduced,2021-01-12,"State of emergency: termination after 45 days: extension by the Legislature.","An act to amend Section 8629 of the Government Code, relating to state of emergency.",479,"Senate Governmental Organization",2021-03-04,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on G.O.",https://legiscan.com/CA/bill/SB209/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB209
1403945,1791,SB210,1,Introduced,2021-01-12,"Automated license plate recognition systems: use of data.","An act to amend Sections 1798.90.51, 1798.90.52, and 1798.90.53 of, and to add Sections 1798.90.56 and 1798.90.57 to, the Civil Code, relating to personal information.",475,"Senate Appropriations",2021-05-14,"Set for hearing May 20.",https://legiscan.com/CA/bill/SB210/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB210
1403946,1791,SB211,2,Engrossed,2021-05-10,"State Bar: board of trustees: report: attorneys’ annual license fees: California Lawyers Association.","An act to amend Sections 6056, 6140, and 6141 of, and to repeal Sections 6011 and 6069.5 of, the Business and Professions Code, relating to attorneys.",0,,2021-05-10,"In Assembly. Read first time. Held at Desk.",https://legiscan.com/CA/bill/SB211/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB211
1403947,1791,SB212,1,Introduced,2021-01-12,"Prospective jurors for criminal trials: peremptory challenges: elimination.","An act to amend Sections 225, 226, and 234 of, to repeal and amend Section 231.7 of, and to repeal and add Section 231 of, the Code of Civil Procedure, and to amend Section 1089 of the Penal Code, relating to juries.",487,"Senate Public Safety",2021-04-20,"April 20 set for first hearing. Failed passage in committee. (Ayes 1. Noes 3.)",https://legiscan.com/CA/bill/SB212/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB212
1403948,1791,SB213,1,Introduced,2021-01-12,"Workers’ compensation: hospital employees.","An act to add Sections 3212.22, 3212.24, and 3212.26 to, and to add and repeal Sections 3212.21 and 3212.28 of, the Labor Code, relating to workers’ compensation.",475,"Senate Appropriations",2021-05-14,"Set for hearing May 20.",https://legiscan.com/CA/bill/SB213/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB213
1403949,1791,SB214,2,Engrossed,2021-05-10,"Neighborhood electric vehicles: County of Orange: Ranch Plan Planned Community.","An act to repeal Section 1965.7 of the Streets and Highways Code, relating to neighborhood electric vehicles.",0,,2021-05-10,"In Assembly. Read first time. Held at Desk.",https://legiscan.com/CA/bill/SB214/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB214
1405788,1791,SB215,1,Introduced,2021-01-13,"DNA evidence.","An act to amend Sections 680.1 and 680.3 of the Penal Code, relating to evidence.",475,"Senate Appropriations",2021-05-14,"Set for hearing May 20.",https://legiscan.com/CA/bill/SB215/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB215
1405789,1791,SB216,1,Introduced,2021-01-13,"Contractors: workers’ compensation insurance: mandatory coverage.","An act to amend, repeal, and add Sections 7125 and 7125.4 of the Business and Professions Code, relating to professions and vocations.",475,"Senate Appropriations",2021-05-14,"Set for hearing May 20.",https://legiscan.com/CA/bill/SB216/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB216
1405790,1791,SB217,1,Introduced,2021-01-13,"Comprehensive sexual health education and human immunodeficiency virus (HIV) prevention education.","An act to amend Sections 51934 and 51938 of the Education Code, relating to pupil instruction.",475,"Senate Appropriations",2021-05-07,"Set for hearing May 17.",https://legiscan.com/CA/bill/SB217/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB217
1405791,1791,SB218,2,Engrossed,2021-04-22,"Corporations: ratification or validation of noncompliant corporate actions.","An act to amend Section 110 of, and to add Section 119 to, the Corporations Code, relating to corporations.",450,"Assembly Banking and Finance",2021-05-13,"Referred to Coms. on B. & F. and JUD.",https://legiscan.com/CA/bill/SB218/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB218
1405792,1791,SB219,2,Engrossed,2021-03-25,"Property taxation: delinquent penalties and costs: cancellation: public health orders.","An act to amend Section 4985.2 of the Revenue and Taxation Code, relating to taxation, and declaring the urgency thereof, to take effect immediately.",469,"Assembly Revenue and Taxation",2021-05-13,"Referred to Com. on REV. & TAX.",https://legiscan.com/CA/bill/SB219/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB219
1405793,1791,SB220,1,Introduced,2021-01-13,"Craft distillers: direct shipping.","An act to amend Sections 23320, 23320.5, and 23504 of, and to add Section 23661.4 to, the Business and Professions Code, and to amend Section 32101 of the Revenue and Taxation Code, relating to alcoholic beverages.",479,"Senate Governmental Organization",2021-04-20,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on G.O.",https://legiscan.com/CA/bill/SB220/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220SB220
