bill_id,date,chamber,sequence,action
1456892,2021-04-21,Assembly,11,"From committee chair, with author's amendments: Amend, and re-refer to Com. on JUD. Read second time and amended."
1456892,2021-04-22,Assembly,12,"Re-referred to Com. on JUD."
1456892,2021-04-27,Assembly,13,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (April 27)."
1456892,2021-04-28,Assembly,14,"Read second time and amended."
1456892,2021-04-29,Assembly,15,"Re-referred to Com. on APPR."
1456892,2021-05-10,Assembly,16,"In committee: Hearing postponed by committee."
1456893,2021-02-18,Assembly,1,"Read first time. To print."
1456893,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456893,2021-03-04,Assembly,3,"Referred to Coms. on L. GOV. and E.S. & T.M."
1456893,2021-04-06,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on L. GOV. Read second time and amended."
1456893,2021-04-07,Assembly,5,"Re-referred to Com. on L. GOV."
1456893,2021-04-08,Assembly,6,"Re-referred to Coms. on E.S. & T.M. and L. GOV. pursuant to Assembly Rule 96."
1456893,2021-04-21,Assembly,7,"From committee: Do pass and re-refer to Com. on L. GOV. (Ayes 6. Noes 0.) (April 21). Re-referred to Com. on L. GOV."
1456893,2021-04-29,Assembly,8,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 6. Noes 1.) (April 28). Re-referred to Com. on APPR."
1456894,2021-02-18,Assembly,1,"Read first time. To print."
1456894,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456894,2021-03-04,Assembly,3,"Referred to Com. on L. GOV."
1456894,2021-04-20,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on L. GOV. Read second time and amended."
1456894,2021-04-21,Assembly,5,"Re-referred to Com. on L. GOV."
1456894,2021-04-29,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 8. Noes 0.) (April 28). Re-referred to Com. on APPR."
1456894,2021-05-05,Assembly,7,"From committee: Do pass. (Ayes 15. Noes 1.) (May 5)."
1456894,2021-05-06,Assembly,8,"Read second time. Ordered to third reading."
1456895,2021-02-18,Assembly,1,"Read first time. To print."
1456895,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456895,2021-03-04,Assembly,3,"Referred to Com. on ED."
1456895,2021-03-22,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on ED. Read second time and amended."
1456895,2021-03-23,Assembly,5,"Re-referred to Com. on ED."
1456896,2021-02-18,Assembly,1,"Read first time. To print."
1456896,2021-03-04,Assembly,2,"Referred to Com. on G.O."
1456897,2021-02-18,Assembly,1,"Read first time. To print."
1456897,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456897,2021-03-04,Assembly,3,"Referred to Coms. on REV. & TAX. and H. & C.D."
1456897,2021-04-05,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on REV. & TAX. Read second time and amended."
1456897,2021-04-06,Assembly,5,"Re-referred to Com. on REV. & TAX."
1456898,2021-02-18,Assembly,1,"Read first time. To print."
1456898,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456898,2021-03-04,Assembly,3,"Referred to Com. on E.S. & T.M."
1456898,2021-03-04,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on E.S. & T.M. Read second time and amended."
1456898,2021-03-08,Assembly,5,"Re-referred to Com. on E.S. & T.M."
1456898,2021-03-29,Assembly,6,"From committee chair, with author's amendments: Amend, and re-refer to Com. on E.S. & T.M. Read second time and amended."
1456898,2021-03-30,Assembly,7,"Re-referred to Com. on E.S. & T.M."
1456898,2021-04-07,Assembly,8,"From committee: Do pass. (Ayes 6. Noes 1.) (April 7)."
1456898,2021-04-08,Assembly,9,"Read second time. Ordered to third reading."
1456898,2021-04-22,Assembly,10,"Read third time. Passed. Ordered to the Senate."
1456898,2021-04-26,Senate,11,"In Senate. Read first time. To Com. on RLS. for assignment."
1456898,2021-05-12,Senate,12,"Referred to Coms. on HEALTH and E.Q."
1456899,2021-02-18,Assembly,1,"Read first time. To print."
1456899,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456899,2021-03-04,Assembly,3,"Referred to Com. on NAT. RES."
1456899,2021-03-26,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 10. Noes 0.) (March 24)."
1456899,2021-04-05,Assembly,5,"Read second time and amended."
1456899,2021-04-06,Assembly,6,"Re-referred to Com. on APPR."
1456899,2021-04-19,Assembly,7,"Coauthors revised."
1456899,2021-04-21,Assembly,8,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456900,2021-02-18,Assembly,1,"Read first time. To print."
1456900,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456900,2021-03-18,Assembly,3,"Referred to Com. on E.M."
1456900,2021-03-22,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on E.M. Read second time and amended."
1456900,2021-03-23,Assembly,5,"Re-referred to Com. on E.M."
1456900,2021-04-15,Assembly,6,"From committee chair, with author's amendments: Amend, and re-refer to Com. on E.M. Read second time and amended."
1456900,2021-04-19,Assembly,7,"Re-referred to Com. on E.M."
1456900,2021-04-20,Assembly,8,"From committee: Do pass. To Consent Calendar. (Ayes 6. Noes 0.) (April 19)."
1456900,2021-04-21,Assembly,9,"Read second time. Ordered to Consent Calendar."
1456900,2021-04-21,Assembly,10,"Re-referred to Com. on APPR. pursuant to Joint Rule 10.5."
1456900,2021-05-05,Assembly,11,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456901,2021-02-18,Assembly,1,"Read first time. To print."
1456901,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456901,2021-03-04,Assembly,3,"Referred to Com. on REV. & TAX."
1456901,2021-03-22,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on REV. & TAX. Read second time and amended."
1456901,2021-03-23,Assembly,5,"Re-referred to Com. on REV. & TAX."
1456901,2021-04-06,Assembly,6,"From committee: Amend, and do pass as amended. (Ayes 8. Noes 2.) (April 5)."
1456901,2021-04-07,Assembly,7,"Read second time and amended. Ordered returned to second reading."
1456901,2021-04-08,Assembly,8,"Read second time. Ordered to third reading."
1456901,2021-04-15,Assembly,9,"Read third time. Passed. Ordered to the Senate."
1456901,2021-04-15,Senate,10,"In Senate. Read first time. To Com. on RLS. for assignment."
1456901,2021-05-12,Senate,11,"Referred to Com. on GOV. & F."
1456902,2021-02-18,Assembly,1,"Read first time. To print."
1456902,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456902,2021-03-04,Assembly,3,"Referred to Com. on L. GOV."
1456902,2021-04-27,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on L. GOV. Read second time and amended."
1456902,2021-04-28,Assembly,5,"Re-referred to Com. on L. GOV."
1456902,2021-05-06,Assembly,6,"From committee: Amend, and do pass as amended. (Ayes 8. Noes 0.) (May 5)."
1456902,2021-05-10,Assembly,7,"Read second time and amended. Ordered returned to second reading."
1456902,2021-05-11,Assembly,8,"Read second time. Ordered to third reading."
1456903,2021-02-18,Assembly,1,"Read first time. To print."
1456903,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456903,2021-03-04,Assembly,3,"Referred to Com. on TRANS."
1456903,2021-04-27,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 15. Noes 0.) (April 26). Re-referred to Com. on APPR."
1456903,2021-05-12,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456904,2021-02-18,Assembly,1,"Read first time. To print."
1456904,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456904,2021-03-04,Assembly,3,"Referred to Com. on ELECTIONS."
1456905,2021-02-18,Assembly,1,"Read first time. To print."
1456905,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456905,2021-03-04,Assembly,3,"Referred to Com. on E.M."
1456905,2021-04-07,Assembly,4,"From committee: Do pass. To Consent Calendar. (Ayes 7. Noes 0.) (April 5)."
1456905,2021-04-08,Assembly,5,"Read second time. Ordered to Consent Calendar."
1456905,2021-04-08,Assembly,6,"Re-referred to Com. on APPR. pursuant to Joint Rule 10.5."
1456905,2021-04-21,Assembly,7,"In committee: Set, first hearing. Referred to suspense file."
1456906,2021-02-18,Assembly,1,"Read first time. To print."
1456906,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456906,2021-03-04,Assembly,3,"Referred to Com. on TRANS."
1456906,2021-04-06,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended."
1456906,2021-04-07,Assembly,5,"Re-referred to Com. on TRANS."
1456906,2021-04-13,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 15. Noes 0.) (April 12). Re-referred to Com. on APPR."
1456906,2021-05-05,Assembly,7,"From committee: Do pass. To Consent Calendar. (Ayes 16. Noes 0.) (May 5)."
1456906,2021-05-06,Assembly,8,"Read second time. Ordered to Consent Calendar."
1456906,2021-05-13,Assembly,9,"Read third time. Passed. Ordered to the Senate. (Ayes 75. Noes 0.)"
1456906,2021-05-13,Senate,10,"In Senate. Read first time. To Com. on RLS. for assignment."
1456907,2021-02-18,Assembly,1,"Read first time. To print."
1456907,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456907,2021-03-04,Assembly,3,"Referred to Com. on ELECTIONS."
1456907,2021-04-20,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 7. Noes 0.) (April 15)."
1456907,2021-04-21,Assembly,5,"Read second time and amended."
1456907,2021-04-22,Assembly,6,"Re-referred to Com. on APPR."
1456908,2021-02-18,Assembly,1,"Read first time. To print."
1456908,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456908,2021-03-04,Assembly,3,"Referred to Com. on NAT. RES."
1456908,2021-03-25,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 8. Noes 0.) (March 24). Re-referred to Com. on APPR."
1456908,2021-04-14,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456909,2021-02-18,Assembly,1,"Read first time. To print."
1456909,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456909,2021-03-04,Assembly,3,"Referred to Coms. on H. & C.D. and HUM. S."
1456909,2021-04-15,Assembly,4,"Assembly Rule 56 suspended."
1456909,2021-04-15,Assembly,5,"(pending re-refer to Com. on HUM. S.)"
1456909,2021-04-19,Assembly,6,"From committee: Do pass and re-refer to Com. on HUM. S. (Ayes 8. Noes 0.) (April 15). Re-referred to Com. on HUM. S."
1456909,2021-04-19,Assembly,7,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HUM. S. Read second time and amended."
1456909,2021-04-20,Assembly,8,"Re-referred to Com. on HUM. S."
1456909,2021-04-22,Assembly,9,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 8. Noes 0.) (April 21). Re-referred to Com. on APPR."
1456909,2021-05-05,Assembly,10,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456910,2021-02-18,Assembly,1,"Read first time. To print."
1456910,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456910,2021-03-04,Assembly,3,"Referred to Com. on H. & C.D."
1456910,2021-04-21,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on H. & C.D. Read second time and amended."
1456910,2021-04-22,Assembly,5,"Re-referred to Com. on H. & C.D."
1456910,2021-05-04,Assembly,6,"From committee: Amend, and do pass as amended. (Ayes 5. Noes 2.) (May 3)."
1456910,2021-05-05,Assembly,7,"Read second time and amended. Ordered returned to second reading."
1456910,2021-05-06,Assembly,8,"Read second time. Ordered to third reading."
1456911,2021-02-18,Assembly,1,"Read first time. To print."
1456911,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456911,2021-03-04,Assembly,3,"Referred to Com. on W.,P., & W."
1456911,2021-04-13,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on W.,P., & W. Read second time and amended."
1456911,2021-04-14,Assembly,5,"Re-referred to Com. on W.,P., & W."
1456911,2021-04-27,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 5.) (April 26). Re-referred to Com. on APPR."
1456912,2021-02-18,Assembly,1,"Read first time. To print."
1456912,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456912,2021-03-04,Assembly,3,"Referred to Com. on INS."
1456912,2021-04-19,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on INS. Read second time and amended."
1456912,2021-04-20,Assembly,5,"Re-referred to Com. on INS."
1456912,2021-04-29,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 13. Noes 0.) (April 29). Re-referred to Com. on APPR."
1456912,2021-05-12,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456913,2021-02-18,Assembly,1,"Read first time. To print."
1456913,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456913,2021-03-04,Assembly,3,"Referred to Com. on NAT. RES."
1456913,2021-04-15,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (April 14)."
1456913,2021-04-19,Assembly,5,"Read second time and amended."
1456913,2021-04-20,Assembly,6,"Re-referred to Com. on APPR."
1456914,2021-02-18,Assembly,1,"Read first time. To print."
1456914,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456914,2021-03-04,Assembly,3,"Referred to Com. on HUM. S."
1456915,2021-02-18,Assembly,1,"Read first time. To print."
1456915,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456915,2021-03-04,Assembly,3,"Referred to Com. on L. & E."
1456915,2021-04-12,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on L. & E. Read second time and amended."
1456915,2021-04-13,Assembly,5,"Re-referred to Com. on L. & E."
1456915,2021-04-26,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 1.) (April 22). Re-referred to Com. on APPR."
1456915,2021-05-05,Assembly,7,"From committee: Do pass. (Ayes 12. Noes 3.) (May 5)."
1456915,2021-05-06,Assembly,8,"Read second time. Ordered to third reading."
1456915,2021-05-13,Assembly,9,"Read third time. Passed. Ordered to the Senate. (Ayes 57. Noes 13.)"
1456915,2021-05-13,Senate,10,"In Senate. Read first time. To Com. on RLS. for assignment."
1456916,2021-02-18,Assembly,1,"Read first time. To print."
1456916,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456916,2021-03-04,Assembly,3,"Referred to Coms. on TRANS. and P. & C.P."
1456916,2021-04-06,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on P. & C.P. (Ayes 12. Noes 0.) (April 5)."
1456916,2021-04-07,Assembly,5,"Read second time and amended."
1456916,2021-04-08,Assembly,6,"Re-referred to Com. on P. & C.P."
1456916,2021-04-26,Assembly,7,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 9. Noes 0.) (April 22)."
1456916,2021-04-27,Assembly,8,"Read second time and amended."
1456916,2021-04-28,Assembly,9,"Re-referred to Com. on APPR."
1456917,2021-02-18,Assembly,1,"Read first time. To print."
1456917,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456918,2021-02-18,Assembly,1,"Read first time. To print."
1456918,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456918,2021-03-04,Assembly,3,"Referred to Coms. on A.,E.,S.,T., & I.M. and REV. & TAX."
1456918,2021-03-23,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on A.,E.,S.,T., & I.M. Read second time and amended."
1456918,2021-03-24,Assembly,5,"Re-referred to Com. on A.,E.,S.,T., & I.M."
1456919,2021-02-18,Assembly,1,"Read first time. To print."
1456919,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456919,2021-03-25,Assembly,3,"Referred to Com. on U. & E."
1456919,2021-03-25,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on U. & E. Read second time and amended."
1456919,2021-03-26,Assembly,5,"Re-referred to Com. on U. & E."
1456919,2021-04-19,Assembly,6,"In committee: Hearing postponed by committee."
1456920,2021-02-18,Assembly,1,"Read first time. To print."
1456920,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456920,2021-03-04,Assembly,3,"Referred to Coms. on HEALTH and C. & C."
1456920,2021-04-21,Assembly,4,"From committee: Do pass and re-refer to Com. on C. & C. (Ayes 11. Noes 2.) (April 20). Re-referred to Com. on C. & C."
1456920,2021-04-29,Assembly,5,"Coauthors revised."
1456920,2021-04-29,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 10. Noes 0.) (April 28). Re-referred to Com. on APPR."
1456920,2021-05-10,Assembly,7,"In committee: Hearing postponed by committee."
1456920,2021-05-13,Assembly,8,"From committee chair, with author's amendments: Amend, and re-refer to Com. on APPR. Read second time and amended."
1456921,2021-02-18,Assembly,1,"Read first time. To print."
1456921,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456921,2021-03-25,Assembly,3,"Referred to Coms. on H. & C.D. and L. GOV."
1456921,2021-03-25,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on H. & C.D. Read second time and amended."
1456921,2021-03-26,Assembly,5,"Re-referred to Com. on H. & C.D."
1456921,2021-04-19,Assembly,6,"From committee: Do pass and re-refer to Com. on L. GOV. (Ayes 6. Noes 0.) (April 15). Re-referred to Com. on L. GOV."
1456921,2021-04-29,Assembly,7,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 8. Noes 0.) (April 28)."
1456921,2021-05-03,Assembly,8,"Read second time and amended."
1456921,2021-05-04,Assembly,9,"Re-referred to Com. on APPR."
1456921,2021-05-12,Assembly,10,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456922,2021-02-18,Assembly,1,"Read first time. To print."
1456922,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456922,2021-03-04,Assembly,3,"Referred to Com. on PUB. S."
1456922,2021-04-15,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on PUB. S. Read second time and amended."
1456922,2021-04-19,Assembly,5,"Re-referred to Com. on PUB. S."
1456922,2021-04-21,Assembly,6,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 6. Noes 1.) (April 20)."
1456922,2021-04-22,Assembly,7,"Read second time and amended."
1456922,2021-04-26,Assembly,8,"Re-referred to Com. on APPR."
1456922,2021-05-12,Assembly,9,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456923,2021-02-18,Assembly,1,"Read first time. To print."
1456923,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456923,2021-03-11,Assembly,3,"Referred to Com. on INS."
1456923,2021-03-11,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on INS. Read second time and amended."
1456923,2021-03-15,Assembly,5,"Re-referred to Com. on INS."
1456924,2021-02-18,Assembly,1,"Read first time. To print."
1456924,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456924,2021-03-04,Assembly,3,"Referred to Coms. on TRANS. and NAT. RES."
1456924,2021-03-25,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended."
1456924,2021-03-26,Assembly,5,"Re-referred to Com. on TRANS."
1456924,2021-04-06,Assembly,6,"From committee: Do pass and re-refer to Com. on NAT. RES. with recommendation: To Consent Calendar. (Ayes 14. Noes 0.) (April 5). Re-referred to Com. on NAT. RES."
1456924,2021-04-29,Assembly,7,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (April 28). Re-referred to Com. on APPR."
1456924,2021-05-12,Assembly,8,"From committee: Do pass. To Consent Calendar. (Ayes 16. Noes 0.) (May 12)."
1456924,2021-05-13,Assembly,9,"Read second time. Ordered to Consent Calendar."
1456925,2021-02-18,Assembly,1,"Read first time. To print."
1456925,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456925,2021-03-04,Assembly,3,"Referred to Com. on JUD."
1456925,2021-03-18,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on JUD. Read second time and amended."
1456925,2021-03-22,Assembly,5,"Re-referred to Com. on JUD."
1456925,2021-04-06,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 11. Noes 0.) (April 6). Re-referred to Com. on APPR."
1456925,2021-04-21,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456926,2021-02-18,Assembly,1,"Read first time. To print."
1456926,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456926,2021-03-04,Assembly,3,"Referred to Com. on REV. & TAX."
1456927,2021-02-18,Assembly,1,"Read first time. To print."
1456927,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456927,2021-03-04,Assembly,3,"Referred to Com. on L. & E."
1456927,2021-04-26,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 2.) (April 22). Re-referred to Com. on APPR."
1456927,2021-05-12,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456928,2021-02-18,Assembly,1,"Read first time. To print."
1456928,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456928,2021-03-04,Assembly,3,"Referred to Com. on ED."
1456929,2021-02-18,Assembly,1,"Read first time. To print."
1456929,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456929,2021-03-25,Assembly,3,"Referred to Com. on PUB. S."
1456929,2021-03-25,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on PUB. S. Read second time and amended."
1456929,2021-03-26,Assembly,5,"Re-referred to Com. on PUB. S."
1456930,2021-02-18,Assembly,1,"Read first time. To print."
1456930,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456930,2021-03-04,Assembly,3,"Referred to Coms. on PUB. S. and HEALTH."
1456930,2021-03-30,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on PUB. S. Read second time and amended."
1456930,2021-04-05,Assembly,5,"Re-referred to Com. on PUB. S."
1456930,2021-04-07,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 8. Noes 0.) (April 6). Re-referred to Com. on APPR."
1456930,2021-05-05,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456931,2021-02-18,Assembly,1,"Read first time. To print."
1456931,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456931,2021-03-04,Assembly,3,"Referred to Com. on REV. & TAX."
1456932,2021-02-18,Assembly,1,"Introduced. To print."
1456932,2021-02-19,Assembly,2,"From printer."
1456932,2021-02-25,Assembly,3,"Referred to Com. on RLS."
1456932,2021-02-25,Assembly,4,"From committee: Be adopted. To Consent Calendar. (Ayes 11. Noes 0.) (February 25)."
1456932,2021-03-04,Assembly,5,"Coauthors revised."
1456932,2021-03-04,Assembly,6,"Adopted and to Senate."
1456932,2021-03-08,Senate,7,"In Senate. To Com. on RLS."
1456932,2021-03-17,Senate,8,"From committee: Ordered to third reading."
1456932,2021-03-23,Senate,9,"Ordered to special consent calendar."
1456932,2021-03-25,Senate,10,"Adopted and to Assembly. (Ayes 38. Noes 0.)"
1456932,2021-03-25,Assembly,11,"In Assembly. Ordered to Engrossing and Enrolling."
1456932,2021-04-07,,12,"Enrolled and filed with the Secretary of State at 2 p.m."
1456932,2021-04-07,,13,"Chaptered by Secretary of State - Res. Chapter 14, Statutes of 2021."
1456933,2021-02-18,Assembly,1,"Introduced. To print."
1456933,2021-02-19,Assembly,2,"From printer."
1456933,2021-02-25,Assembly,3,"Referred to Com. on TRANS."
1456933,2021-03-10,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Amended."
1456933,2021-03-11,Assembly,5,"Re-referred to Com. on TRANS."
1456933,2021-04-01,Assembly,6,"In committee: Hearing postponed by committee."
1456933,2021-04-05,Assembly,7,"From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Amended."
1456933,2021-04-06,Assembly,8,"Re-referred to Com. on TRANS."
1456933,2021-04-13,Assembly,9,"From committee: Be adopted. To Consent Calendar. (Ayes 15. Noes 0.) (April 12)."
1456933,2021-04-15,Assembly,10,"Adopted and to Senate."
1456933,2021-04-15,Senate,11,"In Senate. To Com. on RLS."
1456933,2021-04-28,Senate,12,"Referred to Com. on TRANS."
1456934,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456934,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456934,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456934,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456934,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456934,2021-02-25,Senate,6,"Referred to Com. on GOV. & F."
1456934,2021-02-26,Senate,7,"Set for hearing March 3."
1456934,2021-03-03,Senate,8,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 0. Page 366.) (March 3). Re-referred to Com. on APPR."
1456934,2021-03-04,Senate,9,"Set for hearing March 8."
1456934,2021-03-08,Senate,10,"From committee: Be ordered to second reading pursuant to Senate Rule 28.8."
1456934,2021-03-09,Senate,11,"Read second time. Ordered to third reading."
1456935,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456935,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456935,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456935,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456935,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456935,2021-03-03,Senate,6,"Referred to Com. on RLS."
1456935,2021-03-08,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1456935,2021-03-18,Senate,8,"Re-referred to Com. on ED."
1456935,2021-03-19,Senate,9,"Set for hearing April 7."
1456935,2021-04-02,Senate,10,"April 7 set for first hearing canceled at the request of author."
1456935,2021-04-07,Senate,11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on ED."
1456935,2021-04-08,Senate,12,"Set for hearing April 14."
1456935,2021-04-14,Senate,13,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 6. Noes 1.) (April 14). Re-referred to Com. on APPR."
1456935,2021-04-21,Senate,14,"Set for hearing May 3."
1456935,2021-05-04,Senate,15,"May 3 hearing: Placed on APPR suspense file."
1456935,2021-05-14,Senate,16,"Set for hearing May 20."
1456936,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456936,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456936,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456936,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456936,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456936,2021-03-03,Senate,6,"Referred to Com. on HEALTH."
1456936,2021-03-04,Senate,7,"Set for hearing March 17."
1456936,2021-03-17,Senate,8,"From committee: Do pass as amended and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 10. Noes 0. Page 533.) (March 17)."
1456936,2021-03-18,Senate,9,"Read second time and amended. Re-referred to Com. on APPR."
1456936,2021-04-21,Senate,10,"Set for hearing May 3."
1456936,2021-05-04,Senate,11,"From committee: Be ordered to second reading pursuant to Senate Rule 28.8 and ordered to consent calendar."
