bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1458901,1076968,2021-05-12,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1458904,1048894,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Military and Veterans Affairs] with recommendation: To Consent Calendar",11,0,0,0,11
1458904,1065266,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1458904,1076948,2021-05-12,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1458908,1053491,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection]",6,2,0,0,8
1458908,1060858,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,2,1,0,11
1458909,1051973,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1458910,1065284,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1458912,1067614,2021-04-29,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1458913,1047571,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Education]",8,0,0,0,8
1458913,1065183,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,1,0,0,7
1458914,1066786,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1458916,1053513,2021-04-14,Assembly,"Do pass and be re-referred to the Committee on [Natural Resources]",5,1,1,0,7
1458918,1054716,2021-04-15,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1458918,1073445,2021-05-05,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1458919,1059192,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,0,0,8
1458920,1053529,2021-04-14,Assembly,"Do pass and be re-referred to the Committee on [Natural Resources]",5,1,1,0,7
1458922,1053470,2021-04-14,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",8,3,0,0,11
1458922,1057621,2021-04-20,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,2,1,0,11
1458925,1064021,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1458925,1076950,2021-05-12,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1458928,1049034,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,0,1,0,12
1458934,1048944,2021-04-08,Assembly,"Do pass",11,0,1,0,12
1458934,1074194,2021-05-06,Assembly,"AB 1383 Carrillo Assembly Third Reading",77,0,1,0,78
1458935,1053553,2021-04-14,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,2,1,0,11
1458937,1065287,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",19,0,0,0,19
1458939,1057703,2021-04-20,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1458940,1056431,2021-04-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",13,1,1,0,15
1458940,1076944,2021-05-12,Assembly,"Do pass",13,3,0,0,16
1458941,1065308,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,1,0,11
1458942,1049005,2021-04-08,Assembly,"Do pass as amended. To Consent Calendar",11,0,0,0,11
1458942,1056484,2021-04-19,Assembly,"AB 1391 Chau Consent Calendar Second Day Regular Session",78,0,1,0,79
1458946,1065149,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,3,0,0,11
1458949,1054675,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Local Government]",6,2,0,0,8
1458949,1065142,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",5,1,2,0,8
1458952,1054690,2021-04-14,Assembly,"Do pass as amended and be re-referred to the Committee on [Housing and Community Development]",6,1,1,0,8
1458952,1067633,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,1,0,0,8
1458953,1046113,2021-04-05,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,2,3,0,11
1458953,1059320,2021-04-21,Assembly,"Do pass",10,2,4,0,16
1458953,1062767,2021-04-26,Assembly,"AB 1402 Levine Assembly Third Reading",51,17,10,0,78
1458954,1046112,2021-04-05,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1458954,1065224,2021-04-28,Assembly,"Do pass",15,1,0,0,16
1458954,1068152,2021-05-03,Assembly,"AB 1403 Levine Third Reading Urgency",62,0,16,0,78
1458956,1054598,2021-04-15,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",9,3,0,0,12
1458956,1072238,2021-05-04,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,2,1,0,11
1458958,1046106,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Health]",15,0,4,0,19
1458958,1064104,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",13,0,2,0,15
1458960,1054614,2021-04-14,Assembly,"Do pass and be re-referred to the Committee on [Emergency Management] with recommendation: To Consent Calendar",8,0,0,0,8
1458960,1057644,2021-04-19,Assembly,"Do pass. To Consent Calendar",6,0,1,0,7
1458960,1065081,2021-04-28,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1458960,1074146,2021-05-06,Assembly,"AB 1409 Levine Consent Calendar Second Day Regular Session",77,0,1,0,78
1458968,1060939,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,0,0,0,12
1458973,1057649,2021-04-20,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",12,2,1,0,15
1458974,1067609,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1458976,1065210,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,3,0,0,13
1458977,1054673,2021-04-14,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",13,0,0,0,13
1458977,1065219,2021-04-28,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1458977,1074109,2021-05-06,Assembly,"AB 1426 Mathis Consent Calendar Second Day Regular Session",77,0,1,0,78
1458979,1059184,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",9,0,0,0,9
1458980,1065197,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1458981,1052025,2021-04-13,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",13,4,2,0,19
1458981,1053566,2021-04-13,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",13,4,2,0,19
1458981,1057711,2021-04-20,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,2,1,0,11
1458982,1065238,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1458983,1049024,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,0,1,0,12
1458983,1065116,2021-04-28,Assembly,"Do pass as amended",15,0,1,0,16
1458983,1074173,2021-05-06,Assembly,"AB 1432 Low Assembly Third Reading",71,0,7,0,78
1458985,1064111,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,6,1,0,15
1458987,1048881,2021-04-08,Assembly,"Do pass. To Consent Calendar",11,0,0,0,11
1458987,1054729,2021-04-15,Assembly,"AB 1436 Chau Consent Calendar Second Day Regular Session",75,0,3,0,78
1458992,1057683,2021-04-19,Assembly,"Do pass. To Consent Calendar",6,0,1,0,7
1458994,1057648,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1458995,1060987,2021-04-22,Assembly,"Do pass as amended",9,0,2,0,11
1458995,1074174,2021-05-06,Assembly,"AB 1444 Lee Assembly Third Reading",68,0,10,0,78
1458998,1057713,2021-04-19,Assembly,"Do pass and be re-referred to the Committee on [Jobs, Economic Development, and the Economy]",6,0,1,0,7
1458998,1064028,2021-04-27,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,0,1,0,7
1459001,1046202,2021-04-05,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1459003,1065211,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1459003,1076958,2021-05-12,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1459004,1048923,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Natural Resources]",5,0,2,0,7
1459004,1065250,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,3,0,11
1459005,1053498,2021-04-14,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1459006,1046136,2021-04-06,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",10,0,1,0,11
1459007,1060928,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,2,0,12
1459012,1059188,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,0,0,8
1459016,1066741,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",13,0,0,0,13
1459017,1051888,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,2,0,11
1459018,1060862,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",10,0,2,0,12
1459018,1064153,2021-04-27,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",10,0,1,0,11
1459019,1064019,2021-04-27,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",13,0,2,0,15
1459021,1046138,2021-04-06,Assembly,"Do pass as amended, and be re-referred to the Committee on [Military and Veterans Affairs] with recommendation: To Consent Calendar",15,0,0,0,15
1459021,1065275,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1459022,1059319,2021-04-21,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",13,1,1,0,15
1459022,1073389,2021-05-05,Assembly,"Do pass",16,0,0,0,16
1459022,1077572,2021-05-13,Assembly,"AB 1471 Villapudua Assembly Third Reading",72,4,2,0,78
1459025,1059157,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1459026,1053549,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection]",7,0,1,0,8
1459026,1060842,2021-04-22,Assembly,"Do pass",10,0,1,0,11
1459026,1074112,2021-05-06,Assembly,"AB 1475 Low Assembly Third Reading",74,0,4,0,78
1459027,1036441,2021-03-24,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1459027,1053451,2021-04-14,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1459027,1060942,2021-04-22,Assembly,"AB 1476 Gray Consent Calendar Second Day Regular Session",77,0,2,0,79
1459028,1064163,2021-04-27,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1459031,1065204,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,0,0,8
1459031,1076940,2021-05-12,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1459034,1065098,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",13,0,0,0,13
1459037,1053518,2021-04-14,Assembly,"Do pass and be re-referred to the Committee on [Housing and Community Development]",8,1,2,0,11
1459038,1046158,2021-04-06,Assembly,"Do pass as amended",9,2,0,0,11
1459039,1057656,2021-04-19,Assembly,"Do pass. To Consent Calendar",6,0,1,0,7
1459041,1049016,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,2,0,11
1459041,1065241,2021-04-28,Assembly,"Do pass",12,0,4,0,16
1459042,1048956,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Education]",11,0,1,0,12
1459042,1065134,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,1,1,0,7
1459042,1076964,2021-05-12,Assembly,"Do pass",16,0,0,0,16
1459043,1067611,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1459045,1057688,2021-04-20,Assembly,"Do pass as amended and be re-referred to the Committee on [Business and Professions]",12,1,2,0,15
1459045,1065276,2021-04-27,Assembly,"Do pass as amended",15,0,4,0,19
1459046,1066699,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,1,0,0,7
1459050,1044988,2021-04-05,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",14,0,1,0,15
1459051,1049881,2021-04-08,Assembly,"Do pass as amended and be re-referred to the Committee on [Natural Resources]",9,0,6,0,15
1459051,1073349,2021-05-05,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,1,2,0,11
1459054,1045003,2021-04-05,Assembly,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection]",13,0,2,0,15
1459054,1060890,2021-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",10,0,1,0,11
1459057,1060985,2021-04-22,Assembly,"Do pass",5,1,1,0,7
1459060,1065188,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1459062,1066737,2021-04-29,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",13,0,0,0,13
1459062,1076956,2021-05-12,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1459063,1064113,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,4,0,0,15
1459066,1057616,2021-04-19,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",9,0,2,0,11
1459071,1064145,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",14,0,1,0,15
1459075,1064097,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1459078,1057694,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1459078,1065091,2021-04-28,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1459078,1074129,2021-05-06,Assembly,"AB 1527 Ting Consent Calendar Second Day Regular Session",77,0,1,0,78
1459082,1059186,2021-04-21,Assembly,"Do pass as amended, and be re-referred to the Committee on [Natural Resources] with recommendation: To Consent Calendar",15,0,0,0,15
1459083,1065309,2021-04-27,Assembly,"Do pass as amended",19,0,0,0,19
1459084,1065086,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",18,0,1,0,19
1459085,1065236,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",19,0,0,0,19
1459086,1065198,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",19,0,0,0,19
1459087,1065278,2021-04-27,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",19,0,0,0,19
1459088,1065099,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",18,0,1,0,19
1459088,1074125,2021-05-06,Assembly,"AB 1537 Low Assembly Third Reading",76,0,2,0,78
1459089,1057684,2021-04-19,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1459091,1065263,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1459092,1054720,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",13,0,0,0,13
1459092,1065138,2021-04-28,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1459092,1074159,2021-05-06,Assembly,"AB 1541 INS. Consent Calendar Second Day Regular Session",77,0,1,0,78
1459093,1053405,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Health]",7,0,1,0,8
1459093,1064134,2021-04-27,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,2,2,0,15
1459096,1048942,2021-04-08,Assembly,"Do pass as amended and be re-referred to the Committee on [Arts, Entertainment, Sports, Tourism, and Internet Media]",9,1,1,0,11
1459096,1062754,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",4,0,3,0,7
1459097,1054616,2021-04-14,Assembly,"Do pass as amended and be re-referred to the Committee on [Elections]",7,0,1,0,8
1459097,1066715,2021-04-29,Assembly,"Do pass",7,0,0,0,7
1459101,1054630,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,0,1,0,7
1459101,1065117,2021-04-28,Assembly,"Do pass",12,4,0,0,16
1459103,1065092,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",2,4,13,0,19
1459107,1050788,2021-04-12,Assembly,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection]",6,0,1,0,7
1459107,1060856,2021-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1459111,1048953,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection] with recommendation: To Consent Calendar",7,0,0,0,7
1459111,1060966,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1459114,1065144,2021-04-28,Assembly,"Be adopted. To Consent Calendar",11,0,0,0,11
1459115,1016215,2021-02-25,Assembly,"Be adopted. To third reading",11,0,1,0,12
1459116,1016175,2021-02-25,Assembly,"Be adopted. To Consent Calendar",11,0,1,0,12
1459116,1022304,2021-03-04,Assembly,"HR 25 Bonta Consent Calendar Second Day Regular Session",72,0,7,0,79
1459117,1056361,2021-04-19,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1459117,1068197,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1459118,1046103,2021-04-06,Senate,"Do pass, but first be re-referred to the Committee on [Transportation] with the recommendation: To Consent Calendar",5,0,0,0,5
1459118,1064036,2021-04-27,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",15,0,2,0,17
1459118,1077622,2021-05-13,Senate,"Consent Calendar SB629",38,0,2,0,40
1459122,1053552,2021-04-13,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",8,0,3,0,11
1459123,1038696,2021-03-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
1459123,1048975,2021-04-08,Senate,"Consent Calendar SB634 L., P.E. & R",38,0,2,0,40
1459124,1051942,2021-04-13,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",16,0,1,0,17
1459124,1068293,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1459126,1065160,2021-04-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",9,1,1,0,11
1459127,1047467,2021-04-07,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",9,0,0,0,9
1459127,1053455,2021-04-13,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",10,0,1,0,11
1459127,1075261,2021-05-10,Senate,"Consent Calendar SB638",37,0,3,0,40
1459128,1038699,2021-03-22,Senate,"Do pass, but first be re-referred to the Committee on [Human Services]",4,0,1,0,5
1459128,1057664,2021-04-20,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",4,1,0,0,5
1459128,1068268,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1459129,1051983,2021-04-13,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",16,0,1,0,17
1459129,1068232,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1459131,1059269,2021-04-20,Senate,"Do pass, but first be re-referred to the Committee on [Rules]",8,2,1,0,11
1459131,1065217,2021-04-28,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",9,1,1,0,11
1459132,1050777,2021-04-12,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Transportation]",7,0,0,0,7
1459132,1064093,2021-04-27,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",16,0,1,0,17
1459133,1047484,2021-04-07,Senate,"Do pass, but first be re-referred to the Committee on [Labor, Public Employment and Retirement ]",11,0,0,0,11
1459133,1064014,2021-04-26,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
1459133,1077538,2021-05-13,Senate,"Consent Calendar SB644",38,0,2,0,40
1459135,1062773,2021-04-26,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",14,0,0,0,14
1459135,1077520,2021-05-13,Senate,"Senate 3rd Reading SB646 Hertzberg",38,0,2,0,40
1459136,1047466,2021-04-06,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",11,0,0,0,11
1459136,1060879,2021-04-22,Senate,"Consent Calendar SB647",38,0,2,0,40
1459137,1057717,2021-04-20,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
1459138,1054711,2021-04-15,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",9,0,0,0,9
1459138,1072278,2021-05-04,Senate,"Do pass",11,0,0,0,11
1459138,1075260,2021-05-10,Senate,"Senate 3rd Reading SB649 Cortese",37,0,3,0,40
1459139,1059355,2021-04-21,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",8,2,1,0,11
1459141,1056355,2021-04-19,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",12,0,2,0,14
1459143,1053437,2021-04-13,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",10,0,1,0,11
1459144,1037798,2021-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",11,0,1,0,12
1459144,1072219,2021-05-04,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1459145,1074155,2021-05-06,Senate,"Do pass",5,0,0,0,5
1459146,1046137,2021-04-05,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",5,0,0,0,5
1459146,1059278,2021-04-20,Senate,"Do pass as amended, and be ordered to the Consent Calendar",11,0,0,0,11
1459146,1066758,2021-04-29,Senate,"Consent Calendar SB657",36,0,4,0,40
1459147,1048943,2021-04-08,Senate,"Do pass, but first be re-referred to the Committee on [Military & Veterans Affairs]",5,0,0,0,5
1459147,1065292,2021-04-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1459147,1075318,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1459148,1053410,2021-04-14,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",7,0,0,0,7
1459148,1068159,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1459149,1050783,2021-04-12,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",3,2,0,0,5
1459149,1059288,2021-04-20,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",8,2,1,0,11
1459149,1068175,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1459150,1030802,2021-03-17,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1459150,1044976,2021-04-05,Senate,"Placed on suspense file",7,0,0,0,7
1459151,1050791,2021-04-12,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Environmental Quality]",10,3,1,0,14
1459151,1066771,2021-04-29,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",6,0,1,0,7
1459152,1050835,2021-04-12,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",4,1,0,0,5
1459153,1065209,2021-04-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",10,0,1,0,11
1459153,1075310,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1459154,1047566,2021-04-06,Senate,"Do pass, but first be re-referred to the Committee on [Military & Veterans Affairs]",8,2,1,0,11
1459154,1053493,2021-04-14,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1459154,1068217,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1459155,1047549,2021-04-06,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",11,0,0,0,11
1459155,1056370,2021-04-19,Senate,"Placed on suspense file",7,0,0,0,7
1459156,1027191,2021-03-11,Senate,"Do pass, but first be re-referred to the Committee on [Military & Veterans Affairs] with the recommendation: To Consent Calendar",5,0,0,0,5
1459156,1053494,2021-04-14,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",7,0,0,0,7
1459156,1068163,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1459159,1065169,2021-04-27,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",7,0,4,0,11
1459159,1075392,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1459160,1051936,2021-04-13,Senate,"Do pass, but first be re-referred to the Committee on [Environmental Quality]",15,0,2,0,17
1459160,1062771,2021-04-26,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",7,0,0,0,7
1459162,1036479,2021-03-24,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",6,0,1,0,7
1459162,1060901,2021-04-22,Senate,"Consent Calendar SB673",38,0,2,0,40
1459163,1038798,2021-03-22,Senate,"Do pass, but first be re-referred to the Committee on [Transportation]",4,1,0,0,5
1459163,1064029,2021-04-27,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",12,2,3,0,17
1459163,1075341,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1459164,1074180,2021-05-06,Senate,"Do pass",5,0,0,0,5
1459167,1035154,2021-03-23,Senate,"Do pass, but first be re-referred to the Committee on [Housing]",5,0,0,0,5
1459167,1054613,2021-04-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",9,0,0,0,9
1459167,1068164,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1459168,1054631,2021-04-15,Senate,"Do pass, but first be re-referred to the Committee on [Governance and Finance]",6,1,2,0,9
1459168,1060926,2021-04-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,0,1,0,5
1459171,1047591,2021-04-07,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",11,0,0,0,11
1459171,1068201,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1459173,1035189,2021-03-23,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",13,0,2,0,15
1459173,1056377,2021-04-19,Senate,"Placed on suspense file",7,0,0,0,7
1459174,1038796,2021-03-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1459174,1050784,2021-04-12,Senate,"Senate 3rd Reading SB685 McGuire et al",39,0,1,0,40
1459175,1050789,2021-04-12,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,1,0,0,5
1459175,1068227,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1459176,1036529,2021-03-24,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary] with the recommendation: To Consent Calendar",11,0,0,0,11
